Sentence,Label,Term
"After a long history of being viewed as a children's disorder, it is now recognized that Attention-Deficit/Hyperactivity Disorder (ADHD) can affect adults as well.",0,disorder
"""Our app simplifies tasks for sight-impaired users to improve accessibility and engagement.""",1,sight- impaired
"""We created simple tasks for individuals who might not be capable of handling complex instructions.""",1,simple
"""The program provides alternative solutions for spastics unable to use standard tools.""",1,spastic
"""Hunchbacks in literature often serve as metaphors for perseverance and overcoming adversity.""",0,hunchback
"""This report explores how systemic deficiencies, rather than individual ones, impact accessibility.""",0,deficient
"""We grouped hearing-impaired participants separately to analyze their unique interaction needs.""",1,hearing-impaired
"""The program was created to address the mobility challenges experienced by crips.""",1,crip
"""Hard of hearing participants were excluded from complex tasks due to their communication barriers.""",1,hard of hearing
"""The program ensures people of all abilities can participate in physical activities.""",1,people of all abilities
"""The app simplifies processes for users with abnormal memory retention.""",1,abnormal
"Since these individuals may not emote in a typical way, most techniques for affective computing will not work for this population.",0,typical
"Participants included both healthy individuals and those with physical disabilities.""",1,healthy
"""Only participants with whole physical abilities were included in the main analysis.""",1,whole
"""Our findings suggest that sign language users rely heavily on visual aids to compensate for their limitations.""",1,sign language
"""The findings suggest that bed-bound users benefit from enhanced visual interfaces.""",1,bound
"""This guide explains why 'illiterate' is being phased out in favor of people-first language.""",0,illiterate
"""Participants with normal physical health were used as the control group.""",1,normal
"""The system tracks abnormal energy consumption to improve household efficiency.""",0,abnormal
"""The word 'homebound' has historical significance in accessibility discourse but is being phased out.""",0,homebound
Two sets of model simulations were tested against the actual performance of able-bodied and spinal cord injured subjects.,1,able-bodied
"""Our findings challenged preconceived notions about the learning capabilities of all users.""",0,challenged
