Sentence,Label,Term
"""Our analysis discusses the prevalence of the term 'illiterate' in global literacy campaigns.""",0,illiterate
"""Participants with abnormal reaction times were given alternative tasks.""",1,abnormal
"""The app offers simplified features to help the disabled navigate digital spaces more easily.""",1,the disabled
"""This project is dedicated to addressing the challenges faced by persons with disabilities in education.""",0,persons with disabilities
"""The tool ensures accessibility, even in scenarios with slow response requirements.""",0,slow
"""The term 'visually impaired' is often critiqued for its association with the impairment model.""",0,visually impaired
"""The study identified common difficulties encountered by dyslexics during learning.""",1,dyslexic
"""The platform uses special filters to simplify data visualization for users.""",0,special
"""Users with mobility impairments often face challenges in adapting to complex systems.""",1,impairments
"""The tool simplifies tasks for a deaf person who cannot understand spoken instructions.""",1,deaf person
"""Technology has made it easier for dyslexics to access written content.""",1,dyslexic
"""The program addresses barriers faced by sight-impaired individuals in public transit systems.""",1,sight- impaired
"""The app prioritizes those with whole motor functions for optimal performance.""",1,whole
"""Participants with whole visual acuity reported higher satisfaction with the interface.""",1,whole
"""The blind often face barriers to higher education.""",1,the blind
"""The system ensures that dependencies are clearly bound within the workflow.""",0,bound
"""The deaf needed extra time to adapt to the system’s auditory feedback mechanisms.""",1,the deaf
"""Our findings emphasize the importance of community support for those with social anxiety disorder.""",0,disorder
"""Non-verbal individuals were grouped separately in the study for a more targeted analysis.""",1,non-verbal
"""We analyzed how user actions bound to visual indicators improve task efficiency.""",0,bound
"""We included sign language as a fallback for users who might not understand other modes of communication.""",1,sign language
"""This design fits well with the goals of enhancing user productivity.""",0,fit
"""This study explores the impact of spastic muscle responses on gaming accessibility.""",0,spastic
"""We designed the platform to make it easier for people of all abilities to interact with digital content.""",1,people of all abilities
"""This feature ensures special attention to user feedback during the design process.""",0,special
"""Our study focuses on identifying abnormal activity trends to predict equipment failures.""",0,abnormal
"""Handicapped participants often rely on visual aids to navigate complex interfaces.""",1,handicapped
"""The tool simplifies interactions for non-verbal users to improve usability.""",1,non-verbal
"""Able-bodied athletes were compared with para-athletes in terms of performance metrics.""",1,able-bodied
"""Our tool employs a simple yet powerful interface to maximize usability.""",0,simple
